0x1639, 3096, 11:570:744, 579, 743.656, 747, 5513, 2485, 1841, 16841, 6074, 68, -87.016, -100.022, 0x38E
0x14D3, 6695, 0:668:277, 1032, 740.843, 748, 2457, 2236, 1445, 12341, 3945, 64, -94.121, -110.167, 0x36D
0x157A, 5695, 3:185:516, 1032, 743.250, 747, 8831, 2142, 2613, 14175, 5590, 68, -93.635, -102.499, 0x3AA
0x1639, 2998, 11:741:934, 542, 746.140, 750, 12630, 2265, 2135, 17095, 5494, 56, -87.153, -94.864, 0x2FC
0x14D3, 6718, 0:839:468, 1031, 743.765, 751, 2332, 2564, 1730, 11801, 4021, 52, -94.213, -110.757, 0x2D7
0x157A, 5719, 3:356:707, 1031, 747.171, 751, 9270, 1856, 2519, 13066, 4665, 80, -94.858, -102.804, 0x43D
0x1639, 2983, 11:913:125, 772, 740.859, 744, 6777, 3771, 2343, 19422, 9769, 72, -88.581, -101.679, 0x3E0
0x14D3, 6727, 1:010:659, 1031, 746.296, 753, 1410, 2924, 2413, 12691, 5464, 64, -93.545, -109.132, 0x369
0x157A, 5738, 3:527:898, 1032, 742.859, 746, 3022, 2641, 1611, 11961, 4537, 56, -94.729, -109.705, 0x30E
0x1639, 3059, 12:084:316, 710, 743.156, 747, 13149, 2470, 3324, 20164, 8257, 64, -88.578, -95.023, 0x379
0x14D3, 6709, 1:181:850, 1031, 740.687, 748, 3087, 2471, 1715, 13288, 5003, 64, -93.162, -109.684, 0x36A
0x157A, 5775, 3:699:088, 1031, 746.296, 750, 6336, 1693, 2052, 12831, 4436, 76, -94.639, -105.736, 0x40F
0x1639, 2983, 12:255:508, 582, 745.578, 749, 5574, 2176, 1667, 16931, 6253, 48, -87.097, -101.825, 0x297
0x14D3, 6624, 1:353:041, 1030, 743.734, 751, 2884, 2148, 1437, 11992, 3990, 68, -94.188, -110.763, 0x397
0x157A, 5728, 3:870:279, 1030, 742.109, 746, 10028, 2248, 2485, 12831, 4623, 52, -94.827, -101.487, 0x2E3
0x1639, 3181, 12:426:698, 617, 748.281, 752, 14061, 3205, 2822, 18143, 6544, 68, -88.787, -94.797, 0x394
0x14D3, 6718, 1:524:232, 1031, 746.781, 754, 2106, 2495, 1666, 12925, 4140, 60, -94.339, -110.277, 0x339
0x157A, 5756, 4:041:470, 1030, 745.718, 749, 3855, 2292, 1604, 10917, 4436, 64, -94.648, -108.561, 0x373
0x1639, 3068, 12:597:889, 638, 742.234, 746, 10657, 2481, 2758, 19298, 6863, 52, -88.703, -96.213, 0x2D3
0x14D3, 6784, 1:695:424, 1031, 741.468, 748, 1263, 2787, 2036, 11716, 3966, 64, -94.153, -110.300, 0x370
0x157A, 5705, 4:212:661, 1032, 741.312, 745, 7280, 2202, 2348, 12603, 5339, 60, -93.436, -103.004, 0x339
0x1639, 3002, 12:769:081, 757, 745.203, 749, 14766, 3210, 3742, 20018, 8668, 68, -88.232, -95.522, 0x3AA
0x14D3, 6807, 1:866:615, 1030, 745.031, 751, 5139, 1201, 2843, 11188, 3938, 56, -94.131, -106.558, 0x307
0x157A, 5723, 4:383:852, 1030, 745.140, 749, 8200, 1840, 2562, 12236, 4449, 68, -94.660, -103.878, 0x3A6
0x1639, 2983, 12:940:272, 611, 747.250, 751, 9854, 2208, 2318, 18794, 6699, 56, -88.974, -97.847, 0x2FB
0x14D3, 6760, 2:037:806, 1030, 739.109, 746, 847, 2629, 2238, 12855, 4053, 64, -94.256, -110.019, 0x367
0x157A, 5723, 4:555:043, 1032, 741.156, 745, 10305, 2284, 2705, 12952, 4683, 60, -94.866, -101.731, 0x342
0x1639, 2988, 13:111:463, 654, 742.187, 746, 13927, 2776, 3163, 18558, 6905, 56, -88.515, -94.205, 0x308
0x14D3, 6662, 2:208:997, 1032, 742.093, 749, 1070, 2808, 2224, 12371, 3917, 56, -94.091, -110.440, 0x30B
0x157A, 5752, 4:726:234, 1031, 744.734, 748, 3445, 2568, 1750, 11858, 4443, 68, -94.646, -108.324, 0x3A4
0x1639, 3223, 13:282:654, 813, 744.531, 748, 9198, 3833, 2984, 20228, 9787, 80, -88.139, -99.400, 0x43F
0x14D3, 6709, 2:380:188, 1031, 744.671, 752, 2026, 2550, 1830, 12452, 4043, 64, -94.236, -110.442, 0x36C
0x157A, 5719, 4:897:424, 1030, 740.312, 744, 6081, 1775, 2151, 13546, 4553, 84, -94.761, -105.511, 0x47D
0x1639, 3063, 13:453:845, 560, 747.140, 751, 13776, 2550, 2430, 16724, 5841, 52, -87.136, -93.353, 0x2C8
0x14D3, 6690, 2:551:379, 1031, 738.796, 746, 2593, 2109, 1367, 12418, 4051, 68, -94.245, -110.147, 0x39F
0x157A, 5738, 5:068:616, 1031, 744.171, 748, 8796, 1821, 2532, 12457, 4397, 72, -94.601, -102.394, 0x3DE
0x1639, 2993, 13:625:036, 635, 741.234, 745, 11192, 2481, 2870, 19287, 6978, 60, -88.816, -96.655, 0x334
0x14D3, 6737, 2:722:570, 1031, 741.796, 749, 2471, 2329, 1550, 12416, 3995, 56, -94.185, -110.435, 0x30A
0x157A, 5738, 5:239:806, 1030, 747.625, 751, 4959, 2425, 1837, 13572, 5563, 64, -93.631, -106.298, 0x372
0x1639, 3030, 13:796:227, 631, 744.109, 748, 15072, 3486, 2969, 16713, 6488, 60, -88.555, -93.206, 0x334
0x14D3, 6765, 2:893:761, 1031, 744.375, 752, 1853, 2836, 2264, 12421, 5324, 64, -93.432, -109.196, 0x36A
0x157A, 5709, 5:410:997, 1031, 743.609, 747, 4012, 2331, 1797, 11698, 4385, 56, -94.589, -108.932, 0x308
0x1639, 3044, 13:967:418, 562, 746.218, 750, 10947, 2110, 2332, 16729, 5308, 52, -88.689, -95.395, 0x2C8
0x14D3, 6713, 3:064:952, 1032, 738.812, 746, 2320, 2211, 1387, 12468, 4148, 72, -94.339, -111.848, 0x3CE
0x157A, 5733, 5:582:188, 1030, 747.359, 751, 6037, 1849, 2047, 13217, 4524, 64, -94.733, -105.443, 0x378
0x1639, 2998, 14:138:609, 583, 740.843, 745, 4094, 2554, 1586, 16587, 6414, 52, -87.193, -102.062, 0x2BE
0x14D3, 6704, 3:236:143, 1032, 741.828, 749, 3003, 2742, 1743, 13682, 4991, 56, -93.143, -109.903, 0x30E
0x157A, 5719, 5:753:379, 1032, 743.343, 747, 6242, 1872, 2197, 12686, 4271, 60, -94.466, -105.734, 0x34C
0x1639, 3195, 14:309:800, 569, 743.187, 747, 12113, 2080, 2406, 17469, 5751, 64, -88.930, -94.112, 0x362
0x14D3, 6685, 3:407:335, 1032, 744.562, 752, 2402, 2750, 2108, 13164, 5123, 60, -93.256, -109.484, 0x339
0x157A, 5723, 5:924:570, 1030, 747.156, 751, 10315, 2132, 2785, 14211, 5683, 72, -93.724, -101.747, 0x3D3
0x1639, 3007, 14:480:992, 577, 745.640, 749, 5622, 2334, 1699, 16554, 6209, 64, -87.141, -100.050, 0x361
0x14D3, 6666, 3:578:526, 1030, 738.859, 746, 2697, 1913, 1160, 11138, 4067, 60, -94.271, -111.894, 0x336
0x157A, 5756, 6:095:761, 1031, 743.203, 747, 9395, 2174, 2615, 12256, 4563, 76, -94.762, -102.987, 0x408
0x1639, 3096, 14:652:183, 623, 748.203, 752, 12424, 2338, 2726, 18423, 6443, 52, -88.636, -95.603, 0x2C7
0x14D3, 6727, 3:749:717, 1032, 742.031, 749, 891, 2591, 2269, 12329, 3939, 68, -94.115, -110.009, 0x399
0x157A, 5780, 6:266:952, 1030, 746.734, 750, 4059, 2290, 1559, 11823, 4458, 68, -94.669, -108.832, 0x3A3
0x1639, 3209, 14:823:373, 588, 742.437, 746, 6593, 2617, 2200, 18400, 6441, 56, -87.137, -99.288, 0x2FD
0x14D3, 6709, 3:920:908, 1032, 744.687, 752, 1929, 2644, 1863, 11579, 4083, 68, -94.271, -110.503, 0x39F
0x157A, 5813, 6:438:142, 1031, 742.328, 746, 5582, 2081, 2119, 13465, 4516, 68, -94.717, -105.013, 0x3A7
0x1639, 2979, 14:994:565, 596, 745.312, 749, 15393, 3354, 2655, 17736, 6721, 64, -87.204, -93.824, 0x362
0x14D3, 6737, 4:092:099, 1035, 746.781, 754, 2282, 2341, 1536, 12313, 3998, 68, -94.154, -110.116, 0x3A6
0x157A, 5723, 6:609:333, 1034, 746.062, 750, 9962, 2251, 2328, 12223, 4441, 60, -94.619, -101.372, 0x346
0x1639, 3077, 15:165:756, 573, 747.250, 751, 8391, 1863, 2243, 18170, 6191, 64, -87.189, -97.068, 0x365
0x14D3, 6849, 4:263:290, 1029, 742.031, 748, 5953, 1090, 2695, 10688, 3808, 72, -95.993, -105.435, 0x3CF
0x157A, 5742, 6:780:524, 1032, 741.312, 745, 7328, 2322, 2604, 13842, 5734, 68, -93.746, -103.173, 0x3A2
0x1639, 2983, 15:336:947, 653, 741.765, 745, 4823, 3164, 2088, 17659, 7267, 60, -88.750, -102.717, 0x333
